台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	情绪模组ID	动作ID	眼睛表情路径	是否眨眼
414130217	414130218	1	2					
414130218	414130229		1	1005				
414130219	414130220	1	2					
414130220	414130229		1	1005				
414130221	414130222	1	2					
414130222	414130229		1	1005				
414130223	414130224	1	2					
414130224	414130229		1	1005				
414130225	414130226	1	2					
414130226	414130229		1	1005				
414130227	414130228	1	2					
414130228	414130229		1	1005				
414130229			1	1006				
414130401	414130402		1	1006				
414130402	414130403		1	1001				
414130403	414130404	1	2					
414130404	414130405		1	1001				
414130405	414130406		1	1005				
414130406	414130407		1	1001				
414130407	414130408		1	1001				
414130408	414130409		1	1005				
414130409			1	1001				
414130501	414130502		1	1001				
414130502	414130503		1	1001				
414130503	414130504		1	1005				
414130504	414130505		1	1001				
414130505			1	1001				
414130701	414130702,414130703		1	1001				
414130702	414130704	1	2					
414130703	414130704	1	2					
414130704	414130705		1	1001				
414130705	414130706		1	1005				
414130706	414130707		1	1001				
414130707	414130708		1	1001				
414130708	414130709,414130710		1	1001				
414130709	414130711	1	2					
414130710	414130711	1	2					
414130711	414130712		1	1001				
414130712	414130713	1	2					
414130713	414130714		1	1001				
414130714	414130715		1	1001				
414130715	414130716		1	1005				
414130716	414130717		1	1001				
414130717	414130718		1	1005				
414130718	414130719		1	1001				
414130719	414130720		1	1001				
414130720	414130721		1	1001				
414130721	414130722		1	1001				
414130722	414130723		1	1005				
414130723	414130724		1	1001				
414130724	414130725		1	1001				
414130725	414130726		1	1001				
414130726	414130727		1	1005				
414130727	414130728	1	2					
414130728	414130729		1	1001				
414130729	414130730		1	1001				
414130730	414130731		1	1001				
414130731	414130732		1	1001				
414130732	414130733		1	1001				
414130733	414130734		1	1001				
414130734			1	1001				
414130801			1	2003045				
414130901			1	2003046				
414131001			1	2003047				
414131101			1	2003048				
414131201			1	2003049				
414131301			1	2003050				
414139601	414139602		1	1001				
414139602			1	1001				
414139701			1	1006				
414139801			1	1001				
414139901			1	1006				
414143201	414143202	1	2					
414143202	414143203		1	1607				
414143203	414143204	1	2					
414143204	414143205		1	1607				
414143205	414143206		1	1607				
414143206	414143207,414143208		1	1607				
414143207	414143209	1	2					
414143208	414143209	1	2					
414143209	414143210		1	1607				
414143210			1	1607				
414143301	414143302	1	2					
414143302	414143303		1	1602				
414143303	414143304		1	1602				
414143304	414143305		1	1602				
414143305	414143306,414143307		1	1602				
414143306	414143308	1	2					
414143307	414143308	1	2					
414143308	414143309		1	1602				
414143309	414143310		1	1602				
414143310			1	1602				
414143401	414143402	1	2					
414143402	414143403		1	1605				
414143403	414143404		1	1605				
414143404	414143405		1	1605				
414143405	414143406	1	2					
414143406	414143407		1	1605				
414143407	414143408,414143409		1	1605				
414143408	414143410	1	2					
414143409	414143410	1	2					
414143410	414143411		1	1605				
414143411			1	1605				
414143501	414143502	1	2					
414143502			1	30047				
414143601	414143602	1	2					
414143602	414143603		1	30047				
414143603			1	30047				
414143701	414143702	1	2					
414143702	414143703		1	30047				
414143703	414143704		1	30047				
414143704	414143705		1	30047				
414143705	414143706	1	2					
414143706	414143707		1	30047				
414143707			1	30047				
414143801			1	30047				
414143901	414143902	1	2					
414143902			1	30046				
414144001	414144002	1	2					
414144002	414144003		1	30046				
414144003	414144004		1	30046				
414144004	414144005,414144010		1	30046				
414144005	414144006	1	2					
414144006	414144007		1	30046				
414144007	414144008		1	30046				
414144008	414144009		1	30046				
414144009			1	30046				
414144010	414144011	1	2					
414144011	414144012		1	30046				
414144012			1	30046				
414144101			1	30046				
414144201	414144202		1	1553				
414144202	414144203		1	1553				
414144203	414144204		1	1553				
414144204			1	1553				
414144301	414144302		1	1591				
414144302	414144303		1	1591				
414144303	414144304		1	1591				
414144304	414144305		1	1591				
414144305			1	1591				
414144401	414144402		1	1589				
414144402	414144403		1	1589				
414144403	414144404		1	1589				
414144404	414144405		1	1589				
414144405			1	1589				
414144501	414144502	1	2					
414144502			1	1555				
414144601	414144602	1	2					
414144602	414144603		1	1555				
414144603	414144604		1	1555				
414144604	414144605		1	1555				
414144605			1	1555				
414144701	414144702	1	2					
414144702	414144703		1	1555				
414144703	414144704		1	1555				
414144704	414144705		1	1555				
414144705	414144706		1	1555				
414144706			1	1555				
414144801			1	1555				
414144901	414144902		1	1653				
414144902	414144903		1	1653				
414144903	414144904		1	1653				
414144904	414144905		1	1653				
414144905	414144906		1	1653				
414144906			1	1653				
414145001	414145002		1	1545				
414145002	414145003		1	1545				
414145003	414145004		1	1545				
414145004			1	1545				
414145101	414145102	1	2					
414145102			1	1539				
414145201	414145202	1	2					
414145202	414145203		1	1539				
414145203	414145204		1	1539				
414145204	414145205		1	1539				
414145205	414145206,414145212		1	1539				
414145206	414145207	1	2					
414145207	414145208		1	1539				
414145208	414145209		1	1539				
414145209	414145210		1	1539				
414145210	414145211		1	1539				
414145211			1	1539				
414145212	414145213	1	2					
414145213	414145214		1	1539				
414145214	414145215		1	1539				
414145215			1	1539				
414145301			1	1539				
414145401	414145402		1	1523				
414145402	414145403		1	1523				
414145403	414145404		1	1523				
414145404	414145405		1	1523				
414145405			1	1523				
414145501	414145502		1	1521				
414145502	414145503		1	1521				
414145503	414145504		1	1521				
414145504	414145505		1	1521				
414145505			1	1521				
414145601	414145602	1	2					
414145602			1	1602				
414145701	414145702	1	2					
414145702	414145703		1	1602				
414145703			1	1602				
414145801	414145802	1	2					
414145802	414145803		1	1602				
414145803			1	1602				
414145901	414145902		1	1602				
414145902			1	1602				
414146001	414146002	1	2					
414146002			1	1431				
414146101	414146102	1	2					
414146102	414146103		1	1431				
414146103	414146104		1	1431				
414146104	414146105		1	1431				
414146105			1	1431				
414146201	414146202		1	1431				
414146202			1	1431				
414146301	414146302		1	1609				
414146302	414146303		1	1610				
414146303	414146304		1	1610				
414146304	414146305		1	1609				
414146305	414146306		1	1610				
414146306	414146307		1	1609				
414146307	414146308		1	1610				
414146308	414146309		1	1610				
414146309	414146310		1	1609				
414146310			1	1610				
414146401	414146402	1	2					
414146402			1	1607				
414146501	414146502	1	2					
414146502	414146503		1	1607				
414146503	414146504		1	1607				
414146504	414146505		1	1607				
414146505	414146506,414146510		1	1607				
414146506	414146507	1	2					
414146507	414146508		1	1607				
414146508	414146509		1	1607				
414146509			1	1607				
414146510	414146511	1	2					
414146511	414146512		1	1607				
414146512			1	1607				
414146601	414146602		1	1607				
414146602			1	1607				
414146701	414146702	1	2					
414146702			1	1519				
414146801	414146802	1	2					
414146802	414146803		1	1519				
414146803	414146804		1	1519				
414146804			1	1519				
414146901	414146902	1	2					
414146902	414146903		1	1519				
414146903	414146904		1	1519				
414146904	414146905		1	1519				
414146905	414146906		1	1519				
414146906			1	1519				
414147001			1	1519				
414147101	414147102		1	1430				
414147102	414147103		1	1430				
414147103	414147104		1	1430				
414147104	414147105		1	1430				
414147105			1	1430				
414147201	414147202		1	1429				
414147202	414147203		1	1429				
414147203	414147204		1	1429				
414147204	414147205		1	1429				
414147205			1	1429				
414147301	414147302	1	2					
414147302			1	1409				
414147401	414147402	1	2					
414147402	414147403		1	1409				
414147403	414147404		1	1409				
414147404	414147405		1	1409				
414147405			1	1409				
414147501	414147502	1	2					
414147502	414147503		1	1409				
414147503	414147504		1	1409				
414147504	414147505		1	1409				
414147505	414147506		1	1409				
414147506	414147507	1	2					
414147507	414147508		1	1409				
414147508	414147509		1	1409				
414147509			1	1409				
414147601			1	1409				
414147701	414147702	1	2					
414147702			1	1439				
414147801	414147802	1	2					
414147802	414147803		1	1439				
414147803	414147804		1	1439				
414147804	414147805		1	1439				
414147805	414147806,414147811		1	1439				
414147806	414147807	1	2					
414147807	414147808		1	1439				
414147808	414147809		1	1439				
414147809	414147810		1	1439				
414147810			1	1439				
414147811	414147812	1	2					
414147812	414147813		1	1439				
414147813	414147814		1	1439				
414147814	414147815		1	1439				
414147815	414147816		1	1439				
414147816			1	1439				
414147901			1	1439				
414148001	414148002	1	2					
414148002			1	1606				
414148101	414148102	1	2					
414148102	414148103		1	1606				
414148103	414148104		1	1606				
414148104	414148105		1	1606				
414148105	414148106		1	1606				
414148106			1	1606				
414148201			1	1606				
414148301	414148302	1	2					
414148302			1	1603				
414148401	414148402	1	2					
414148402	414148403		1	1603				
414148403	414148404		1	1603				
414148404	414148405,414148410		1	1603				
414148405	414148406	1	2					
414148406	414148407		1	1603				
414148407	414148408		1	1603				
414148408	414148409		1	1603				
414148409			1	1603				
414148410	414148411	1	2					
414148411	414148412		1	1603				
414148412	414148413		1	1603				
414148413			1	1603				
414148501			1	1603				
414148601	414148602		1	1427				
414148602	414148603		1	1427				
414148603	414148604		1	1427				
414148604			1	1427				
414148701	414148702	1	2					
414148702			1	1425				
414148801	414148802	1	2					
414148802	414148803		1	1425				
414148803	414148804		1	1425				
414148804	414148805		1	1425				
414148805			1	1425				
414148901	414148902	1	2					
414148902			1	1425				
414149001			1	1425				
414149101	414149102	1	2					
414149102			1	1638				
414149201	414149202	1	2					
414149202	414149203		1	1638				
414149203	414149204		1	1638				
414149204	414149205		1	1638				
414149205			1	1638				
414149301	414149302	1	2					
414149302			1	1638				
414149401			1	1638				
414149501	414149502	1	2					
414149502			1	1404				
414149601	414149602	1	2					
414149602	414149603		1	1404				
414149603	414149604		1	1404				
414149604	414149605		1	1404				
414149605	414149606		1	1404				
414149606			1	1404				
414149701	414149702	1	2					
414149702	414149703		1	1404				
414149703	414149704		1	1404				
414149704	414149705		1	1404				
414149705	414149706		1	1404				
414149706			1	1404				
414149801			1	1404				
414149901	414149902		1	1401				
414149902	414149903		1	1403				
414149903	414149904		1	1403				
414149904	414149905		1	1401				
414149905	414149906		1	1403				
414149906	414149907		1	1401				
414149907	414149908		1	1403				
414149908			1	1401				
414210101	414210102		1	1512				
414210102	414210103		1	1005				
414210103	414210104,414210105		1	1512				
414210104	414210106	1	2					
414210105	414210106	1	2					
414210106	414210107		1	1512				
414210107			1	1512				
414210201	414210202		1	152901				
414210202	414210203		1	1005				
414210203	414210204		1	152901				
414210204	414210205		1	152901				
414210205	414210206		1	1005				
414210206	414210207	1	2					
414210207	414210208		1	1005				
414210208	414210209		1	152901				
414210209	414210210		1	152901				
414210210	414210211		1	1005				
414210211	414210212		1	152901				
414210212	414210213		1	1005				
414210213			1	152901				
414210501	414210502		1	1005				
414210502	414210503		1	10367				
414210503	414210504		1	1005				
414210504	414210505		1	10367				
414210505	414210506		1	1005				
414210506	414210507		1	10367				
414210507	414210508		1	10367				
414210508	414210509		1	1005				
414210509	414210510	1	2					
414210510	414210511		1	1005				
414210511	414210512		1	10367				
414210512	414210513		1	1005				
414210513			1	1005				
414210601	414210602		1	10367				
414210602	414210603		1	10367				
414210603	414210604		1	1005				
414210604			1	1005				
414210701	414210702		1	165001				
414210702	414210703		1	1005				
414210703	414210704		1	10367				
414210704	414210705		1	1005				
414210705	414210706		1	165001				
414210706	414210707		1	165001				
414210707	414210708		1	10367				
414210708	414210709		1	165001				
414210709	414210710		1	10367				
414210710	414210711		1	10367				
414210711	414210712		1	165001				
414210712	414210713		1	10367				
414210713	414210714		1	165001				
414210714	414210715		1	165001				
414210715			1	165001				
414210801	414210802		1	10367				
414210802	414210803		1	10367				
414210803	414210804		1	10367				
414210804	414210805	1	2					
414210805	414210806		1	1005				
414210806	414210807		1	10367				
414210807	414210808		1	10367				
414210808	414210809		1	1005				
414210809	414210810		1	10367				
414210810	414210811		1	1005				
414210811	414210812		1	10367				
414210812	414210813		1	10367				
414210813	414210814		1	1005				
414210814	414210815		1	10367				
414210815	414210816,414210817		1	1005				
414210816	414210818	1	2					
414210817	414210818		2					
414210818	414210819		1	10367				
414210819	414210820		1	10367				
414210820	414210821	1	2					
414210821	414210822		1	10367				
414210822			1	1005				
414211001	414211002		1	10367				
414211002	414211003		1	1005				
414211003	414211004		1	10367				
414211004	414211005		1	10367				
414211005	414211006	1	2					
414211006	414211007		1	10367				
414211007			1	10367				
414215201			1	152901				
414215701			1	165001				
414219901			1	1005				
414219902			1	1005				
414220101	414220102		1	10367				
414220102	414220103		1	10367				
414220103	414220104		1	10367				
414220104	414220105		1	10367				
414220105	414220106		1	1005				
414220106	414220107		1	10367				
414220107	414220108		1	10367				
414220108	414220109		1	10367				
414220109	414220110		1	1005				
414220110	414220111		1	10367				
414220111	414220112		1	10367				
414220112	414220113		1	10367				
414220113	414220114		1	1005				
414220114	414220115		1	1005				
414220115	414220116	1	2					
414220116	414220117		1	10367				
414220117	414220118		1	1005				
414220118			1	10367				
414220201	414220202		1	10367				
414220202	414220203		1	165001				
414220203	414220204		1	1005				
414220204	414220205		1	165001				
414220205	414220206		1	1005				
414220206	414220207		1	10367				
414220207	414220208		1	165001				
414220208	414220209		1	165001				
414220209	414220210		1	10367				
414220210	414220211		1	10367				
414220211	414220212		1	10367				
414220212	414220213		1	165001				
414220213	414220214		1	10367				
414220214	414220215		1	165001				
414220215	414220216		1	165001				
414220216			1	1005				
414220301	414220302		1	152901				
414220302	414220303,414220304		1	152901				
414220303	414220305	1	2					
414220304	414220305	1	2					
414220305	414220306		1	1005				
414220306	414220307		1	152901				
414220307			1	152901				
414220401	414220402		1	10367				
414220402	414220403		1	10367				
414220403	414220404		1	1005				
414220404	414220405		1	10367				
414220405	414220406,414220407		1	10367				
414220406	414220408	1	2					
414220407	414220408	1	2					
414220408	414220409		1	10367				
414220409	414220410		1	1005				
414220410	414220411		1	10367				
414220411	414220412,414220413		1	10367				
414220412	414220415	1	2					
414220413	414220414	1	2					
414220414	414220415		1	1005				
414220415			1	1005				
414220501			1	165001				
414220601			1	152901				
680000101	680000102,680000103		1	1005				
680000102	680000104	1	2					
680000103	680000105	1						
680000104			1	1005				
680000201	680000202							
680000202			1	1005				
680000301	680000302		4	70520013				
680000302			1	1005				
680000401	680000402							
680000402	680000403							
680000403	680000404							
680000404								
680010101			4	70900381				
680010201	680010202		4	70900381				
680010301	680010302		4	70900381				
680010401			4	70900381				
680010501			4	70900381				
680010601			4	70900381				
680010701			4	70900381				
680010801			4	70900381				
680020101	680020102		4	70380274				
680020102	680020103		4	70380274				
680020103			4	70380274				
680020201	680020202		4	70380274				
680020202	680020203		4	70380274				
680020203			4	70380274				
680020301	680020302		4	70380274				
680020302	680020303		4	70380274				
680020303			4	70380274				
680020401	680020402		4	70380274				
680020402	680020403		4	70380274				
680020403			4	70380274				
680020501	680020502		4	70380274				
680020502	680020503		4	70380274				
680020503	680020504		4	70380274				
680020504	680020505		4	70380274				
680020505	680020506		4	70380274				
680020506			4	70380274				
680020601	680020602		4	70380274				
680020602			4	70380274				
680020701	680020702		4	70380274				
680020702			4	70380274				
680020801			4	70380274				
680020901			4	70380274				
680021001			4	70380274				
680021101	680021102		4	70380274				
680021102			4	70380274				
680021201			4	70380274				
680021301	680021302		4	70380274				
680021302			4	70380274				
680021401	680021402		4	70380274				
680021402	680021403		4	70380274				
680021403	680021404		4	70380274				
680021404	680021405		4	70380274				
680021405			4	70380274				
680021501	680021502		4	70380274				
680021502			4	70380274				
680021601	680021602		4	70380274				
680021602	680021603		4	70380274				
680021603	680021604		4	70380274				
680021604			4	70380274				
680021701	680021702		4	70380274				
680021702	680021703		4	70380274				
680021703	680021704		4	70380274				
680021704			4	70380274				
680021801	680021802		4	70380274				
680021802			4	70380274				
680021901	680021902		4	70380274				
680021902			4	70380274				
680021903			4	70380274				
680021904			4	70380274				
680022001	680022002		4	70380274				
680022002	680022003		4	70380274				
680022003	680022004		4	70380274				
680022004			4	70380274				
680022101	680022102		4	70380274				
680022102	680022103		4	70380274				
680022103	680022104		4	70380274				
680022104			4	70380274				
680022201	680022202		4	70380274				
680022202	680022203		4	70380274				
680022203			4	70380274				
680022301	680022302		4	70380274				
680022302	680022303		4	70380274				
680022303			4	70380274				
680022401			4	70380274				
680022501	680022502		4	70380274				
680022502	680022503		4	70380274				
680022503			4	70380274				
680022601	680022602		4	70380274				
680022602	680022603		4	70380274				
680022603			4	70380274				
680022701	680022702		4	70380274				
680022702			4	70380274				
680022801	680022802		4	70380274				
680022802			4	70380274				
680022901			4	70380274				
680023001	680023002		4	70380274				
680023002			4	70380274				
680023101			4	70380274				
680023102	680023101		4	70380274				
680023201			4	70380274				
680023301			4	70380275				
680023302			4	70380275				
689010101								
689010201	689010202	1	2					
689010301	689010302	1	2					
689010401	689010402	1	2					
689010501	689010502	1	2					
689010601	689010602	1						
689010602	689010603							
689010603								
689010701	689010702	1	2					
689010702								
689010801		1	2					
689010901		1	2					
689011001		1	2					
689011101								
689011201		1	2					
689011301		1	2					
689011401			4					
689020101								
689020601	689020602	1						
689020602	689020603							
689020603								
689021401								
689030101								
689030601	689030602	1						
689030602	689030603							
689030603								
689031401								
689040101								
689040601	689040602	1						
689040602	689040603							
689040603	689040604							
689040604	689040605							
689040605								
689041401								
689050101								
689050201	689050202	1	2					
689050202								
689050203								
689050301	689050302	1	2					
689050302								
689051101								
690030101			1	9003		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Default01	
690030201	690030701	1	2					
690030301	690030801	1	2					
690030401	690030901	1	2					
690030501	690031001	1	2					
690030601	690031101	1	2					
690030701	690030702		1	9003		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Default01	
690030702	690030703		1	9003		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Default01	
690030703	690030704,690030707		1	9003		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690030704	690030705	1	2					
690030705	690030706		1	9003		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Surprise02	
690030706	690030708	1	2					
690030707	690030708	1	2					
690030708	690030709		1	9003		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690030709			1	9003		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690030801	690030802		1	9003		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Default01	
690030802	690030803,690030809,690030815		1	9003		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690030803	690030804	1	2					
690030804	690030805		1	9003		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Lowclosed01	1
690030805	690030806		1	9003		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Lowclosed01	1
690030806	690030807	1	2					
690030807	690030808		1	9003		1050	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Sweat04	
690030808	690030816		1	9003		1050	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Sweat04	
690030809	690030810	1	2					
690030810	690030811		1	9003		1050	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Sweat04	
690030811	690030812		1	9003		1050	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Sweat04	
690030812	690030813	1	2					
690030813	690030814		1	9003		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Surprise02	
690030814	690030816		1	9003		1050	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Sweat04	
690030815	690030816	1	2					
690030816	690030817		1	9003		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690030817			1	9003		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690030901	690030902		1	9003		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690030902	690030903		1	9003				
690030903	690030904		1	9003				
690030904	690030905,690030906		1	9003				
690030905	690030907	1	2					
690030906	690030907	1	2					
690030907	690030908		1	9003		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690030908	690030909		1	9003		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690030909	690030910		1	9003		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690030910	690030911		1	9003		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690030911	690030912	1	2					
690030912	690030913	1	2					
690030913	690030914		1	9003		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690030914	690030915		1	9003		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690030915			1	9003		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690031001	690031002		1	9003		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690031002	690031003		1	9003		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690031003			1	9003				
690031101	690031102		1	9003		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690031102			1	9003		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690031201	690031202		1	9003				
690031202	690031203		1	9003				
690031203			1	9003				
690031301	690031302		1	9003				
690031302	690031303		1	9003				
690031303			1	9003				
690031401	690030801		1	9003				
690031501	690030901		1	9003				
690031601	690030701	1	2					
690035001	690035002		1	9003		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Default01	
690035002	690035003		1	9003		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Default01	
690035003			1	9003		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690035101	690035102		1	9003				
690035102	690035103		1	9003				
690035103			1	9003		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690060101	690060102		1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690060102			1	9006		1050	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal03	
690060201	690060701	1	2					
690060301	690060801	1	2					
690060401	690060901	1	2					
690060501	690061001	1	2					
690060601	690061101	1	2					
690060701	690060702		1	9006		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690060702	690060703		1	9006		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690060703	690060704,690060705		1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690060704	690060706	1	2					
690060705	690060706	1	2					
690060706	690060707		1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Default01	
690060707	690060708		1	9006		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690060708	690060709		1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Default01	
690060709			1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690060801	690060802		1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690060802	690060803,690060807,690060813		1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690060803	690060804	1	2					
690060804	690060805		1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Default01	
690060805	690060806		1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690060806	690060814		1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690060807	690060808	1	2					
690060808	690060809		1	9006		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690060809	690060810		1	9006		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690060810	690060811		1	9006		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690060811	690060812		1	9006		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690060812	690060814		1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690060813	690060814	1	2					
690060814	690060815		1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690060815			1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690060901	690060902		1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690060902	690060903,690060905		1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690060903	690060904	1	2					
690060904	690060908		1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690060905	690060906	1	2					
690060906	690060907		1	9006		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690060907	690060908		1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690060908	690060909		1	9006		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690060909	690060910		1	9006		1050	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal03	
690060910	690060911		1	9006		1050	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal03	
690060911	690060912		1	9006		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690060912	690060913		1	9006		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Lowclosed02	1
690060913	690060914		1	9006		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Lowclosed02	1
690060914	690060915	1	2					
690060915	690060916		1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690060916	690060917		1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690060917			1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690061001	690061002		1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Default01	
690061002	690061003		1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Default01	
690061003			1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690061101	690061102		1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690061102	690061103		1	9006		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690061103			1	9006		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690061201	690060801	1	2					
690061301	690060901	1	2					
690061401	690060701	1	2					
690065001	690065002		1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Default01	
690065002	690065003		1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690065003			1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690065101	690065102		1	9006		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690065102	690065103		1	9006		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690065103			1	9006		1120	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690140101	690140102		1	9014		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Default01	
690140102			1	9014		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690140201	690140701	1	2					
690140301	690140801	1	2					
690140401	690140901	1	2					
690140501	690141001	1	2					
690140601	690141101	1	2					
690140701	690140702		1	9014		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690140702	690140703		1	9014		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690140703	690140704,690140708		1	9014		1190	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
690140704	690140705	1	2					
690140705	690140706		1	9014				
690140706	690140707		1	9014		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Gentle01	
690140707	690140710		1	9014		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690140708	690140709	1	2					
690140709	690140710		1	9014		1060	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Normal02	
690140710			1	9014		1130	Cs_Emo_Avatar_Common/Cs_Emo_Avatar_Hiclosed01	1
