技能ID	开启天赋配置	[增加属性]1类型	[增加属性]1值	[增加属性]2类型	[增加属性]2值	参数1	参数2	参数3	参数4	参数5	参数6	参数7	参数8	参数9	参数10	参数11	参数12	参数13	参数14	参数15	参数16	参数17	参数18	参数19	技能组ID	等级	类型	消耗金币	消耗道具1ID	消耗道具1数量	消耗道具2ID	消耗道具2数量	消耗道具3ID	消耗道具3数量	消耗道具4ID	消耗道具4数量	筛选条件1	筛选条件2	突破等级	生活效果类型	生活效果参数1	生活效果参数2	生活效果参数3	生活效果参数4	生活效果参数5	效果全队生效
313209	Fischl_ProudSkill_32					1.5096	1.96248		10	25	8														3132	9	3	450000	104309	12	112013	9	113008	2	0	0			6							
313210	Fischl_ProudSkill_32					1.5984	2.07792		10	25	8														3132	10	3	700000	104309	16	112013	12	113008	2	104319	1			6							
313211	Fischl_ProudSkill_32					1.6872	2.19336		10	25	8														3132	11	3	0	0	0	0	0	0	0	0	0			6							
313212	Fischl_ProudSkill_32					1.776	2.3088		10	25	8														3132	12	3	0	0	0	0	0	0	0	0	0			6							
313213	Fischl_ProudSkill_32					1.887	2.4531		10	25	8														3132	13	3	0	0	0	0	0	0	0	0	0			6							
313214	Fischl_ProudSkill_32					1.998	2.5974		10	25	8														3132	14	3	0	0	0	0	0	0	0	0	0			6							
313215	Fischl_ProudSkill_32					2.109	2.7417		10	25	8														3132	15	3	0	0	0	0	0	0	0	0	0			6							
313901	Fischl_ProudSkill_33					2.08				15	60														3139	1	3	0	0	0	0	0	0	0	0	0			0							
313902	Fischl_ProudSkill_33					2.236				15	60														3139	2	3	12500	104307	3	112011	6	0	0	0	0			2							
313903	Fischl_ProudSkill_33					2.392				15	60														3139	3	3	17500	104308	2	112012	3	0	0	0	0			3							
313904	Fischl_ProudSkill_33					2.6				15	60														3139	4	3	25000	104308	4	112012	4	0	0	0	0			3							
313905	Fischl_ProudSkill_33					2.756				15	60														3139	5	3	30000	104308	6	112012	6	0	0	0	0			4							
313906	Fischl_ProudSkill_33					2.912				15	60														3139	6	3	37500	104308	9	112012	9	0	0	0	0			4							
313907	Fischl_ProudSkill_33					3.12				15	60														3139	7	3	120000	104309	4	112013	4	113008	1	0	0			5							
313908	Fischl_ProudSkill_33					3.328				15	60														3139	8	3	260000	104309	6	112013	6	113008	1	0	0			5							
313909	Fischl_ProudSkill_33					3.536				15	60														3139	9	3	450000	104309	12	112013	9	113008	2	0	0			6							
313910	Fischl_ProudSkill_33					3.744				15	60														3139	10	3	700000	104309	16	112013	12	113008	2	104319	1			6							
313911	Fischl_ProudSkill_33					3.952				15	60														3139	11	3	0	0	0	0	0	0	0	0	0			6							
313912	Fischl_ProudSkill_33					4.16				15	60														3139	12	3	0	0	0	0	0	0	0	0	0			6							
313913	Fischl_ProudSkill_33					4.42				15	60														3139	13	3	0	0	0	0	0	0	0	0	0			6							
313914	Fischl_ProudSkill_33					4.68				15	60														3139	14	3	0	0	0	0	0	0	0	0	0			6							
313915	Fischl_ProudSkill_33					4.94				15	60														3139	15	3	0	0	0	0	0	0	0	0	0			6							
252101	Xingqiu_PermanentSkill_1																								2521	1	2	0	0	0	0	0	0	0	0	0			1							
252201		42	0.2																						2522	1	2	0	0	0	0	0	0	0	0	0			4							
252301																									2523	1	2	0	0	0	0	0	0	0	0	0			0	1	2500	3	0.33			
253101	Xingqiu_SkillUpgrade_1					0.46612	0.47644	0.28552	0.28552	0.55986	0.35862	0.35862	0.473	0.56158	20	0.639324	1.278377	1.596762							2531	1	3	0	0	0	0	0	0	0	0	0			0							
253102	Xingqiu_SkillUpgrade_1					0.50406	0.51522	0.30876	0.30876	0.60543	0.38781	0.38781	0.5115	0.60729	20	0.691362	1.382431	1.726731							2531	2	3	12500	104316	3	112005	6	0	0	0	0			2							
253103	Xingqiu_SkillUpgrade_1					0.542	0.554	0.332	0.332	0.651	0.417	0.417	0.55	0.653	20	0.7434	1.486485	1.8567							2531	3	3	17500	104317	2	112006	3	0	0	0	0			3							
253104	Xingqiu_SkillUpgrade_1					0.5962	0.6094	0.3652	0.3652	0.7161	0.4587	0.4587	0.605	0.7183	20	0.81774	1.635134	2.04237							2531	4	3	25000	104317	4	112006	4	0	0	0	0			3							
253105	Xingqiu_SkillUpgrade_1					0.63414	0.64818	0.38844	0.38844	0.76167	0.48789	0.48789	0.6435	0.76401	20	0.869778	1.739187	2.172339							2531	5	3	30000	104317	6	112006	6	0	0	0	0			4							
253106	Xingqiu_SkillUpgrade_1					0.6775	0.6925	0.415	0.415	0.81375	0.52125	0.52125	0.6875	0.81625	20	0.92925	1.858106	2.320875							2531	6	3	37500	104317	9	112006	9	0	0	0	0			4							
253107	Xingqiu_SkillUpgrade_1					0.73712	0.75344	0.45152	0.45152	0.88536	0.56712	0.56712	0.748	0.88808	20	1.011024	2.02162	2.525112							2531	7	3	120000	104318	4	112007	4	113006	1	0	0			5							
253108	Xingqiu_SkillUpgrade_1					0.79674	0.81438	0.48804	0.48804	0.95697	0.61299	0.61299	0.8085	0.95991	20	1.092798	2.185133	2.729349							2531	8	3	260000	104318	6	112007	6	113006	1	0	0			5							
253109	Xingqiu_SkillUpgrade_1					0.85636	0.87532	0.52456	0.52456	1.02858	0.65886	0.65886	0.869	1.03174	20	1.174572	2.348646	2.933586							2531	9	3	450000	104318	12	112007	9	113006	2	0	0			6							
253110	Xingqiu_SkillUpgrade_1					0.9214	0.9418	0.5644	0.5644	1.1067	0.7089	0.7089	0.935	1.1101	20	1.26378	2.527025	3.15639							2531	10	3	700000	104318	16	112007	12	113006	2	104319	1			6							
253111	Xingqiu_SkillUpgrade_1					0.995925	1.017975	0.61005	0.61005	1.196212	0.766237	0.766237	1.010625	1.199887	20	1.352988	2.705403	3.379194							2531	11	3	0	0	0	0	0	0	0	0	0			6							
253112	Xingqiu_SkillUpgrade_1					1.083566	1.107557	0.663734	0.663734	1.301479	0.833666	0.833666	1.09956	1.305478	20	1.442196	2.883781	3.601998							2531	12	3	0	0	0	0	0	0	0	0	0			6							
253113	Xingqiu_SkillUpgrade_1					1.171208	1.197139	0.717419	0.717419	1.406746	0.901095	0.901095	1.188495	1.411068	20	1.531404	3.062159	3.824802							2531	13	3	0	0	0	0	0	0	0	0	0			6							
253114	Xingqiu_SkillUpgrade_1					1.258849	1.28672	0.771103	0.771103	1.512013	0.968524	0.968524	1.27743	1.516658	20	1.620612	3.240537	4.047606							2531	14	3	0	0	0	0	0	0	0	0	0			6							
253115	Xingqiu_SkillUpgrade_1					1.354458	1.384446	0.829668	0.829668	1.626849	1.042083	1.042083	1.37445	1.631847	20	1.70982	3.418915	4.27041							2531	15	3	0	0	0	0	0	0	0	0	0			6							
253201	Xingqiu_SkillUpgrade_2					1.68	1.912	0.2	15	21															2532	1	3	0	0	0	0	0	0	0	0	0			0							
253202	Xingqiu_SkillUpgrade_2					1.806	2.0554	0.21	15	21															2532	2	3	12500	104316	3	112005	6	0	0	0	0			2							
253203	Xingqiu_SkillUpgrade_2					1.932	2.1988	0.22	15	21															2532	3	3	17500	104317	2	112006	3	0	0	0	0			3							
253204	Xingqiu_SkillUpgrade_2					2.1	2.39	0.23	15	21															2532	4	3	25000	104317	4	112006	4	0	0	0	0			3							
253205	Xingqiu_SkillUpgrade_2					2.226	2.5334	0.24	15	21															2532	5	3	30000	104317	6	112006	6	0	0	0	0			4							
253206	Xingqiu_SkillUpgrade_2					2.352	2.6768	0.25	15	21															2532	6	3	37500	104317	9	112006	9	0	0	0	0			4							
253207	Xingqiu_SkillUpgrade_2					2.52	2.868	0.26	15	21															2532	7	3	120000	104318	4	112007	4	113006	1	0	0			5							
253208	Xingqiu_SkillUpgrade_2					2.688	3.0592	0.27	15	21															2532	8	3	260000	104318	6	112007	6	113006	1	0	0			5							
253209	Xingqiu_SkillUpgrade_2					2.856	3.2504	0.28	15	21															2532	9	3	450000	104318	12	112007	9	113006	2	0	0			6							
253210	Xingqiu_SkillUpgrade_2					3.024	3.4416	0.29	15	21															2532	10	3	700000	104318	16	112007	12	113006	2	104319	1			6							
253211	Xingqiu_SkillUpgrade_2					3.192	3.6328	0.29	15	21															2532	11	3	0	0	0	0	0	0	0	0	0			6							
253212	Xingqiu_SkillUpgrade_2					3.36	3.824	0.29	15	21															2532	12	3	0	0	0	0	0	0	0	0	0			6							
253213	Xingqiu_SkillUpgrade_2					3.57	4.063	0.29	15	21															2532	13	3	0	0	0	0	0	0	0	0	0			6							
253214	Xingqiu_SkillUpgrade_2					3.78	4.302	0.29	15	21															2532	14	3	0	0	0	0	0	0	0	0	0			6							
253215	Xingqiu_SkillUpgrade_2					3.99	4.541	0.29	15	21															2532	15	3	0	0	0	0	0	0	0	0	0			6							
253901	Xingqiu_SkillUpgrade_3					0.54272	15	20	80																2539	1	3	0	0	0	0	0	0	0	0	0			0							
253902	Xingqiu_SkillUpgrade_3					0.583424	15	20	80																2539	2	3	12500	104316	3	112005	6	0	0	0	0			2							
253903	Xingqiu_SkillUpgrade_3					0.624128	15	20	80																2539	3	3	17500	104317	2	112006	3	0	0	0	0			3							
253904	Xingqiu_SkillUpgrade_3					0.6784	15	20	80																2539	4	3	25000	104317	4	112006	4	0	0	0	0			3							
253905	Xingqiu_SkillUpgrade_3					0.719104	15	20	80																2539	5	3	30000	104317	6	112006	6	0	0	0	0			4							
253906	Xingqiu_SkillUpgrade_3					0.759808	15	20	80																2539	6	3	37500	104317	9	112006	9	0	0	0	0			4							
253907	Xingqiu_SkillUpgrade_3					0.81408	15	20	80																2539	7	3	120000	104318	4	112007	4	113006	1	0	0			5							
253908	Xingqiu_SkillUpgrade_3					0.868352	15	20	80																2539	8	3	260000	104318	6	112007	6	113006	1	0	0			5							
253909	Xingqiu_SkillUpgrade_3					0.922624	15	20	80																2539	9	3	450000	104318	12	112007	9	113006	2	0	0			6							
253910	Xingqiu_SkillUpgrade_3					0.976896	15	20	80																2539	10	3	700000	104318	16	112007	12	113006	2	104319	1			6							
253911	Xingqiu_SkillUpgrade_3					1.031168	15	20	80																2539	11	3	0	0	0	0	0	0	0	0	0			6							
253912	Xingqiu_SkillUpgrade_3					1.08544	15	20	80																2539	12	3	0	0	0	0	0	0	0	0	0			6							
253913	Xingqiu_SkillUpgrade_3					1.15328	15	20	80																2539	13	3	0	0	0	0	0	0	0	0	0			6							
253914	Xingqiu_SkillUpgrade_3					1.22112	15	20	80																2539	14	3	0	0	0	0	0	0	0	0	0			6							
253915	Xingqiu_SkillUpgrade_3					1.28896	15	20	80																2539	15	3	0	0	0	0	0	0	0	0	0			6							
332101	Tartaglia_PermanentSkill_1					8																			3321	1	2	0	0	0	0	0	0	0	0	0			1							
332201	Tartaglia_PermanentSkill_2																								3322	1	2	0	0	0	0	0	0	0	0	0			4							
332301	Tartaglia_PermanentSkill_3																								3323	1	2	0	0	0	0	0	0	0	0	0			0							1
333101	Tartaglia_SkillUpgrade_1					0.4128	0.46268	0.55384	0.57018	0.60888	0.72756	0.4386	1.24	0.124	0.62	0.639324	1.278377	1.596762	10						3331	1	3	0	0	0	0	0	0	0	0	0			0							
333102	Tartaglia_SkillUpgrade_1					0.4464	0.50034	0.59892	0.61659	0.65844	0.78678	0.4743	1.333	0.1333	0.6665	0.691362	1.382431	1.726731	10						3331	2	3	12500	104301	3	112032	6	0	0	0	0			2							
333103	Tartaglia_SkillUpgrade_1					0.48	0.538	0.644	0.663	0.708	0.846	0.51	1.426	0.1426	0.713	0.7434	1.486485	1.8567	10						3331	3	3	17500	104302	2	112033	3	0	0	0	0			3							
333104	Tartaglia_SkillUpgrade_1					0.528	0.5918	0.7084	0.7293	0.7788	0.9306	0.561	1.55	0.155	0.775	0.81774	1.635134	2.04237	10						3331	4	3	25000	104302	4	112033	4	0	0	0	0			3							
333105	Tartaglia_SkillUpgrade_1					0.5616	0.62946	0.75348	0.77571	0.82836	0.98982	0.5967	1.643	0.1643	0.8215	0.869778	1.739187	2.172339	10						3331	5	3	30000	104302	6	112033	6	0	0	0	0			4							
333106	Tartaglia_SkillUpgrade_1					0.6	0.6725	0.805	0.82875	0.885	1.0575	0.6375	1.736	0.1736	0.868	0.92925	1.858106	2.320875	10						3331	6	3	37500	104302	9	112033	9	0	0	0	0			4							
333107	Tartaglia_SkillUpgrade_1					0.6528	0.73168	0.87584	0.90168	0.96288	1.15056	0.6936	1.86	0.186	0.93	1.011024	2.02162	2.525112	10						3331	7	3	120000	104303	4	112034	4	113014	1	0	0			5							
333108	Tartaglia_SkillUpgrade_1					0.7056	0.79086	0.94668	0.97461	1.04076	1.24362	0.7497	1.984	0.1984	0.992	1.092798	2.185133	2.729349	10						3331	8	3	260000	104303	6	112034	6	113014	1	0	0			5							
333109	Tartaglia_SkillUpgrade_1					0.7584	0.85004	1.01752	1.04754	1.11864	1.33668	0.8058	2.108	0.2108	1.054	1.174572	2.348646	2.933586	10						3331	9	3	450000	104303	12	112034	9	113014	2	0	0			6							
333110	Tartaglia_SkillUpgrade_1					0.816	0.9146	1.0948	1.1271	1.2036	1.4382	0.867	2.232	0.2232	1.116	1.26378	2.527025	3.15639	10						3331	10	3	700000	104303	16	112034	12	113014	2	104319	1			6							
333111	Tartaglia_SkillUpgrade_1					0.8736	0.97916	1.17208	1.20666	1.28856	1.53972	0.9282	2.356	0.2356	1.178	1.352988	2.705403	3.379194	10						3331	11	3	0	0	0	0	0	0	0	0	0			6							
333112	Tartaglia_SkillUpgrade_1					0.9312	1.04372	1.24936	1.28622	1.37352	1.64124	0.9894	2.48	0.248	1.24	1.442196	2.883781	3.601998	10						3331	12	3	0	0	0	0	0	0	0	0	0			6							
333113	Tartaglia_SkillUpgrade_1					0.9888	1.10828	1.32664	1.36578	1.45848	1.74276	1.0506	2.635	0.2635	1.3175	1.531404	3.062159	3.824802	10						3331	13	3	0	0	0	0	0	0	0	0	0			6							
333114	Tartaglia_SkillUpgrade_1					1.0464	1.17284	1.40392	1.44534	1.54344	1.84428	1.1118	2.79	0.279	1.395	1.620612	3.240537	4.047606	10						3331	14	3	0	0	0	0	0	0	0	0	0			6							
333115	Tartaglia_SkillUpgrade_1					1.104	1.2374	1.4812	1.5249	1.6284	1.9458	1.173	2.945	0.2945	1.4725	1.70982	3.418915	4.27041	10						3331	15	3	0	0	0	0	0	0	0	0	0			6							
333201	Tartaglia_SkillUpgrade_2					0.72	0.38872	0.41624	0.5633	0.59942	0.55298	0.35432	0.37668	0.602	0.71982	0.602	20	30	6	36	45				3332	1	3	0	0	0	0	0	0	0	0	0			0							
333202	Tartaglia_SkillUpgrade_2					0.774	0.42036	0.45012	0.60915	0.64821	0.59799	0.38316	0.40734	0.651	0.77841	0.651	20	30	6	36	45				3332	2	3	12500	104301	3	112032	6	0	0	0	0			2							
333203	Tartaglia_SkillUpgrade_2					0.828	0.452	0.484	0.655	0.697	0.643	0.412	0.438	0.7	0.837	0.7	20	30	6	36	45				3332	3	3	17500	104302	2	112033	3	0	0	0	0			3							
333204	Tartaglia_SkillUpgrade_2					0.9	0.4972	0.5324	0.7205	0.7667	0.7073	0.4532	0.4818	0.77	0.9207	0.77	20	30	6	36	45				3332	4	3	25000	104302	4	112033	4	0	0	0	0			3							
333205	Tartaglia_SkillUpgrade_2					0.954	0.52884	0.56628	0.76635	0.81549	0.75231	0.48204	0.51246	0.819	0.97929	0.819	20	30	6	36	45				3332	5	3	30000	104302	6	112033	6	0	0	0	0			4							
333206	Tartaglia_SkillUpgrade_2					1.008	0.565	0.605	0.81875	0.87125	0.80375	0.515	0.5475	0.875	1.04625	0.875	20	30	6	36	45				3332	6	3	37500	104302	9	112033	9	0	0	0	0			4							
333207	Tartaglia_SkillUpgrade_2					1.08	0.61472	0.65824	0.8908	0.94792	0.87448	0.56032	0.59568	0.952	1.13832	0.952	20	30	6	36	45				3332	7	3	120000	104303	4	112034	4	113014	1	0	0			5							
333208	Tartaglia_SkillUpgrade_2					1.152	0.66444	0.71148	0.96285	1.02459	0.94521	0.60564	0.64386	1.029	1.23039	1.029	20	30	6	36	45				3332	8	3	260000	104303	6	112034	6	113014	1	0	0			5							
333209	Tartaglia_SkillUpgrade_2					1.224	0.71416	0.76472	1.0349	1.10126	1.01594	0.65096	0.69204	1.106	1.32246	1.106	20	30	6	36	45				3332	9	3	450000	104303	12	112034	9	113014	2	0	0			6							
333210	Tartaglia_SkillUpgrade_2					1.296	0.7684	0.8228	1.1135	1.1849	1.0931	0.7004	0.7446	1.19	1.4229	1.19	20	30	6	36	45				3332	10	3	700000	104303	16	112034	12	113014	2	104319	1			6							
333211	Tartaglia_SkillUpgrade_2					1.368	0.82264	0.88088	1.1921	1.26854	1.17026	0.74984	0.79716	1.274	1.52334	1.274	20	30	6	36	45				3332	11	3	0	0	0	0	0	0	0	0	0			6							
333212	Tartaglia_SkillUpgrade_2					1.44	0.87688	0.93896	1.2707	1.35218	1.24742	0.79928	0.84972	1.358	1.62378	1.358	20	30	6	36	45				3332	12	3	0	0	0	0	0	0	0	0	0			6							
333213	Tartaglia_SkillUpgrade_2					1.53	0.93112	0.99704	1.3493	1.43582	1.32458	0.84872	0.90228	1.442	1.72422	1.442	20	30	6	36	45				3332	13	3	0	0	0	0	0	0	0	0	0			6							
333214	Tartaglia_SkillUpgrade_2					1.62	0.98536	1.05512	1.4279	1.51946	1.40174	0.89816	0.95484	1.526	1.82466	1.526	20	30	6	36	45				3332	14	3	0	0	0	0	0	0	0	0	0			6							
333215	Tartaglia_SkillUpgrade_2					1.71	1.0396	1.1132	1.5065	1.6031	1.4789	0.9476	1.0074	1.61	1.9251	1.61	20	30	6	36	45				3332	15	3	0	0	0	0	0	0	0	0	0			6							
333901	Tartaglia_SkillUpgrade_3					4.64	1.2	3.784	20	15	60														3339	1	3	0	0	0	0	0	0	0	0	0			0							
333902	Tartaglia_SkillUpgrade_3					4.988	1.29	4.0678	20	15	60														3339	2	3	12500	104301	3	112032	6	0	0	0	0			2							
333903	Tartaglia_SkillUpgrade_3					5.336	1.38	4.3516	20	15	60														3339	3	3	17500	104302	2	112033	3	0	0	0	0			3							
333904	Tartaglia_SkillUpgrade_3					5.8	1.5	4.73	20	15	60														3339	4	3	25000	104302	4	112033	4	0	0	0	0			3							
333905	Tartaglia_SkillUpgrade_3					6.148	1.59	5.0138	20	15	60														3339	5	3	30000	104302	6	112033	6	0	0	0	0			4							
333906	Tartaglia_SkillUpgrade_3					6.496	1.68	5.2976	20	15	60														3339	6	3	37500	104302	9	112033	9	0	0	0	0			4							
333907	Tartaglia_SkillUpgrade_3					6.96	1.8	5.676	20	15	60														3339	7	3	120000	104303	4	112034	4	113014	1	0	0			5							
333908	Tartaglia_SkillUpgrade_3					7.424	1.92	6.0544	20	15	60														3339	8	3	260000	104303	6	112034	6	113014	1	0	0			5							
333909	Tartaglia_SkillUpgrade_3					7.888	2.04	6.4328	20	15	60														3339	9	3	450000	104303	12	112034	9	113014	2	0	0			6							
333910	Tartaglia_SkillUpgrade_3					8.352	2.16	6.8112	20	15	60														3339	10	3	700000	104303	16	112034	12	113014	2	104319	1			6							
333911	Tartaglia_SkillUpgrade_3					8.816	2.28	7.1896	20	15	60														3339	11	3	0	0	0	0	0	0	0	0	0			6							
333912	Tartaglia_SkillUpgrade_3					9.28	2.4	7.568	20	15	60														3339	12	3	0	0	0	0	0	0	0	0	0			6							
333913	Tartaglia_SkillUpgrade_3					9.86	2.55	8.041	20	15	60														3339	13	3	0	0	0	0	0	0	0	0	0			6							
333914	Tartaglia_SkillUpgrade_3					10.44	2.7	8.514	20	15	60														3339	14	3	0	0	0	0	0	0	0	0	0			6							
333915	Tartaglia_SkillUpgrade_3					11.02	2.85	8.987	20	15	60														3339	15	3	0	0	0	0	0	0	0	0	0			6							
342101	Noel_ProudSkill_21					0.3	4	20	60																3421	1	2	0	0	0	0	0	0	0	0	0			1							
342201	Noel_ProudSkill_22					-1																			3422	1	2	0	0	0	0	0	0	0	0	0			4							
342301																									3423	1	2	0	0	0	0	0	0	0	0	0			0	104	1200	4	1			
343101	Noel_ProudSkill_31					0.7912	0.73358	0.86258	1.13434	0.5074	0.90472	40	5	0.745878	1.49144	1.862889									3431	1	3	0	0	0	0	0	0	0	0	0			0							
343102	Noel_ProudSkill_31					0.8556	0.79329	0.93279	1.22667	0.5487	0.97836	40	5	0.806589	1.612836	2.01452									3431	2	3	12500	104304	3	112005	6	0	0	0	0			2							
343103	Noel_ProudSkill_31					0.92	0.853	1.003	1.319	0.59	1.052	40	5	0.8673	1.734233	2.16615									3431	3	3	17500	104305	2	112006	3	0	0	0	0			3							
343104	Noel_ProudSkill_31					1.012	0.9383	1.1033	1.4509	0.649	1.1572	40	5	0.95403	1.907656	2.382765									3431	4	3	25000	104305	4	112006	4	0	0	0	0			3							
343105	Noel_ProudSkill_31					1.0764	0.99801	1.17351	1.54323	0.6903	1.23084	40	5	1.014741	2.029052	2.534396									3431	5	3	30000	104305	6	112006	6	0	0	0	0			4							
343106	Noel_ProudSkill_31					1.15	1.06625	1.25375	1.64875	0.7375	1.315	40	5	1.084125	2.167791	2.707688									3431	6	3	37500	104305	9	112006	9	0	0	0	0			4							
343107	Noel_ProudSkill_31					1.2512	1.16008	1.36408	1.79384	0.8024	1.43072	40	5	1.179528	2.358556	2.945964									3431	7	3	120000	104306	4	112007	4	113004	1	0	0			5							
343108	Noel_ProudSkill_31					1.3524	1.25391	1.47441	1.93893	0.8673	1.54644	40	5	1.274931	2.549322	3.184241									3431	8	3	260000	104306	6	112007	6	113004	1	0	0			5							
343109	Noel_ProudSkill_31					1.4536	1.34774	1.58474	2.08402	0.9322	1.66216	40	5	1.370334	2.740087	3.422517									3431	9	3	450000	104306	12	112007	9	113004	2	0	0			6							
343110	Noel_ProudSkill_31					1.564	1.4501	1.7051	2.2423	1.003	1.7884	40	5	1.47441	2.948195	3.682455									3431	10	3	700000	104306	16	112007	12	113004	2	104319	1			6							
343111	Noel_ProudSkill_31					1.6744	1.55246	1.82546	2.40058	1.0738	1.91464	40	5	1.578486	3.156303	3.942393									3431	11	3	0	0	0	0	0	0	0	0	0			6							
343112	Noel_ProudSkill_31					1.7848	1.65482	1.94582	2.55886	1.1446	2.04088	40	5	1.682562	3.364411	4.202331									3431	12	3	0	0	0	0	0	0	0	0	0			6							
343113	Noel_ProudSkill_31					1.8952	1.75718	2.06618	2.71714	1.2154	2.16712	40	5	1.786638	3.572519	4.462269									3431	13	3	0	0	0	0	0	0	0	0	0			6							
343114	Noel_ProudSkill_31					2.0056	1.85954	2.18654	2.87542	1.2862	2.29336	40	5	1.890714	3.780627	4.722207									3431	14	3	0	0	0	0	0	0	0	0	0			6							
343115	Noel_ProudSkill_31					2.116	1.9619	2.3069	3.0337	1.357	2.4196	40	5	1.99479	3.988735	4.982145									3431	15	3	0	0	0	0	0	0	0	0	0			6							
343201	Noel_ProudSkill_32					1.6	0.2128	0.5	12	24	1.2	769.785075	102.718017												3432	1	3	0	0	0	0	0	0	0	0	0			0							
343202	Noel_ProudSkill_32					1.72	0.22876	0.51	12	24	1.29	846.774283	112.991246												3432	2	3	12500	104304	3	112005	6	0	0	0	0			2							
343203	Noel_ProudSkill_32					1.84	0.24472	0.52	12	24	1.38	930.179258	124.120578												3432	3	3	17500	104305	2	112006	3	0	0	0	0			3							
343204	Noel_ProudSkill_32					2	0.266	0.53	12	24	1.5	1020	136.106012												3432	4	3	25000	104305	4	112006	4	0	0	0	0			3							
343205	Noel_ProudSkill_32					2.12	0.28196	0.54	12	24	1.59	1116.236509	148.947549												3432	5	3	30000	104305	6	112006	6	0	0	0	0			4							
343206	Noel_ProudSkill_32					2.24	0.29792	0.55	12	24	1.68	1218.888786	162.645188												3432	6	3	37500	104305	9	112006	9	0	0	0	0			4							
343207	Noel_ProudSkill_32					2.4	0.3192	0.56	12	24	1.8	1327.95683	177.19893												3432	7	3	120000	104306	4	112007	4	113004	1	0	0			5							
343208	Noel_ProudSkill_32					2.56	0.34048	0.57	12	24	1.92	1443.440642	192.608774												3432	8	3	260000	104306	6	112007	6	113004	1	0	0			5							
343209	Noel_ProudSkill_32					2.72	0.36176	0.58	12	24	2.04	1565.34022	208.874721												3432	9	3	450000	104306	12	112007	9	113004	2	0	0			6							
343210	Noel_ProudSkill_32					2.88	0.38304	0.59	12	24	2.16	1693.655566	225.99677												3432	10	3	700000	104306	16	112007	12	113004	2	104319	1			6							
343211	Noel_ProudSkill_32					3.04	0.40432	0.59	12	24	2.28	1828.386679	243.974922												3432	11	3	0	0	0	0	0	0	0	0	0			6							
343212	Noel_ProudSkill_32					3.2	0.4256	0.6	12	24	2.4	1969.53356	262.809176												3432	12	3	0	0	0	0	0	0	0	0	0			6							
343213	Noel_ProudSkill_32					3.4	0.4522	0.6	12	24	2.55	2117.096208	282.499532												3432	13	3	0	0	0	0	0	0	0	0	0			6							
343214	Noel_ProudSkill_32					3.6	0.4788	0.6	12	24	2.7	2271.074623	303.045991												3432	14	3	0	0	0	0	0	0	0	0	0			6							
343215	Noel_ProudSkill_32					3.8	0.5054	0.6	12	24	2.85	2431.468805	324.448552												3432	15	3	0	0	0	0	0	0	0	0	0			6							
343901	Noel_ProudSkill_33					0.672	0.928	0.4	15	15	60														3439	1	3	0	0	0	0	0	0	0	0	0			0							
343902	Noel_ProudSkill_33					0.7224	0.9976	0.43	15	15	60														3439	2	3	12500	104304	3	112005	6	0	0	0	0			2							
343903	Noel_ProudSkill_33					0.7728	1.0672	0.46	15	15	60														3439	3	3	17500	104305	2	112006	3	0	0	0	0			3							
343904	Noel_ProudSkill_33					0.84	1.16	0.5	15	15	60														3439	4	3	25000	104305	4	112006	4	0	0	0	0			3							
343905	Noel_ProudSkill_33					0.8904	1.2296	0.53	15	15	60														3439	5	3	30000	104305	6	112006	6	0	0	0	0			4							
343906	Noel_ProudSkill_33					0.9408	1.2992	0.56	15	15	60														3439	6	3	37500	104305	9	112006	9	0	0	0	0			4							
343907	Noel_ProudSkill_33					1.008	1.392	0.6	15	15	60														3439	7	3	120000	104306	4	112007	4	113004	1	0	0			5							
343908	Noel_ProudSkill_33					1.0752	1.4848	0.64	15	15	60														3439	8	3	260000	104306	6	112007	6	113004	1	0	0			5							
343909	Noel_ProudSkill_33					1.1424	1.5776	0.68	15	15	60														3439	9	3	450000	104306	12	112007	9	113004	2	0	0			6							
343910	Noel_ProudSkill_33					1.2096	1.6704	0.72	15	15	60														3439	10	3	700000	104306	16	112007	12	113004	2	104319	1			6							
343911	Noel_ProudSkill_33					1.2768	1.7632	0.76	15	15	60														3439	11	3	0	0	0	0	0	0	0	0	0			6							
343912	Noel_ProudSkill_33					1.344	1.856	0.8	15	15	60														3439	12	3	0	0	0	0	0	0	0	0	0			6							
343913	Noel_ProudSkill_33					1.428	1.972	0.85	15	15	60														3439	13	3	0	0	0	0	0	0	0	0	0			6							
343914	Noel_ProudSkill_33					1.512	2.088	0.9	15	15	60														3439	14	3	0	0	0	0	0	0	0	0	0			6							
343915	Noel_ProudSkill_33					1.596	2.204	0.95	15	15	60														3439	15	3	0	0	0	0	0	0	0	0	0			6							
352101	Qiqi_PermanentSkill_1																								3521	1	2	0	0	0	0	0	0	0	0	0			1							
352201	Qiqi_PermanentSkill_2																								3522	1	2	0	0	0	0	0	0	0	0	0			4							
352301	Qiqi_ProudSkill_NonCombat_1																								3523	1	2	0	0	0	0	0	0	0	0	0			0							1
353101	Qiqi_SkillUpgrade_1					0.37754	0.38872	0.24166	0.24682	0.63038	0.64328	20	0.639324	1.278377	1.596762										3531	1	3	0	0	0	0	0	0	0	0	0			0							
353102	Qiqi_SkillUpgrade_1					0.40827	0.42036	0.26133	0.26691	0.68169	0.69564	20	0.691362	1.382431	1.726731										3531	2	3	12500	104310	3	112008	6	0	0	0	0			2							
