ID	类型	重量	排序权重	物件ID	可丢弃	使用等级	全局产出上限	数值用类型	材料类型	冷却时间	冷却组	堆叠上限	最大使用数量	获得即使用	禁止提示第一次获得	目标	[使用]1操作	[使用]1参数1	[使用]1参数2	[使用]1参数3	[使用]1参数4	[使用]1参数5	[使用]2操作	[使用]2参数1	[使用]2参数2	阶数	自动进包	是否分开掉落	饱食度参数	摧毁规则	摧毁返还道具	摧毁返还数量	组ID	强制获得提示
108042	2	0	221		0			食物	15	0	0	2000	1			4	15	100302	31				0			3	1		24,267000					
108043	2	0	221		0			食物	15	0	0	2000	1			4	15	100303	31				0			3	1		25,336000					
108044	2	0	221		0			食物	15	0	0	2000	1			4	15	100304	31				0			3	1		27,423000					
108045	2	0	222		0			食物	15	0	0	2000	1			4	15	105301					0			3	1		25,42500					
108046	2	0	222		0			食物	15	0	0	2000	1			4	15	105302					0			3	1		26,87500					
108047	2	0	222		0			食物	15	0	0	2000	1			4	15	105303					0			3	1		27,135000					
108048	2	0	222		0			食物	15	0	0	2000	1			4	15	105304					0			3	1		30,167500					
108049	2	0	621		0			食物	1	0	0	2000	1			2	15	120301	300				0			3	1							
108050	2	0	621		0			食物	1	0	0	2000	1			2	15	120302	300				0			3	1							
108051	2	0	621		0			食物	1	0	0	2000	1			2	15	120303	300				0			3	1							
108052	2	0	522		0			食物	1	0	0	2000	1			2	15	110301	300				0			3	1							
108053	2	0	522		0			食物	1	0	0	2000	1			2	15	110302	300				0			3	1							
108054	2	0	522		0			食物	1	0	0	2000	1			2	15	110303	300				0			3	1							
108055	2	0	523		0			食物	1	0	0	2000	1			2	15	140301	300				0			3	1							
108056	2	0	523		0			食物	1	0	0	2000	1			2	15	140302	300				0			3	1							
108057	2	0	523		0			食物	1	0	0	2000	1			2	15	140303	300				0			3	1							
108058	2	0	523		0			食物	1	0	0	2000	1			2	15	140304	300				0			3	1							
108059	2	0	521		0			食物	1	0	0	2000	1			2	15	160301	300				0			3	1							
108060	2	0	521		0			食物	1	0	0	2000	1			2	15	160302	300				0			3	1							
108061	2	0	521		0			食物	1	0	0	2000	1			2	15	160303	300				0			3	1							
108062	2	0	422		0			食物	1	0	0	2000	1			2	15	220301	900				0			3	1							
108063	2	0	422		0			食物	1	0	0	2000	1			2	15	220302	900				0			3	1							
108064	2	0	422		0			食物	1	0	0	2000	1			2	15	220303	900				0			3	1							
108065	2	0	321		0			食物	1	120	99	2000	1			5	5						15	200301		3	1							
108066	2	0	321		0			食物	1	120	99	2000	1			5	5						15	200302		3	1							
108067	2	0	321		0			食物	1	120	99	2000	1			5	5						15	200303		3	1							
108068	2	0	511		0			食物	1	0	0	2000	1			2	15	110401	300				0			4	1							
108069	2	0	511		0			食物	1	0	0	2000	1			2	15	110402	300				0			4	1							
108070	2	0	511		0			食物	1	0	0	2000	1			2	15	110403	300				0			4	1							
108071	2	0	423		0			食物	1	0	0	2000	1			2	15	220301	900				0			3	1							
108072	2	0	423		0			食物	1	0	0	2000	1			2	15	220302	900				0			3	1							
108073	2	0	423		0			食物	1	0	0	2000	1			2	15	220303	900				0			3	1							
108074	2	0	223		0			食物	15	0	0	2000	1			4	15	100301	31				0			3	1		23,195000					
108075	2	0	223		0			食物	15	0	0	2000	1			4	15	100302	31				0			3	1		24,267000					
108076	2	0	223		0			食物	15	0	0	2000	1			4	15	100303	31				0			3	1		25,336000					
108077	2	0	224		0			食物	15	0	0	2000	1			4	15	105301					0			3	1		25,42500					
108078	2	0	224		0			食物	15	0	0	2000	1			4	15	105302					0			3	1		26,87500					
108079	2	0	224		0			食物	15	0	0	2000	1			4	15	105303					0			3	1		27,135000					
108080	2	0	543		0			食物	1	0	0	2000	1			2	15	110201	300				0			2	1							
108081	2	0	543		0			食物	1	0	0	2000	1			2	15	110202	300				0			2	1							
108082	2	0	543		0			食物	1	0	0	2000	1			2	15	110203	300				0			2	1							
108083	2	0	544		0			食物	1	0	0	2000	1			2	15	140201	300				0			2	1							
108084	2	0	544		0			食物	1	0	0	2000	1			2	15	140202	300				0			2	1							
108085	2	0	544		0			食物	1	0	0	2000	1			2	15	140203	300				0			2	1							
108086	2	0	642		0			食物	1	0	0	2000	1			2	15	120201	300				0			2	1							
108087	2	0	642		0			食物	1	0	0	2000	1			2	15	120202	300				0			2	1							
108088	2	0	642		0			食物	1	0	0	2000	1			2	15	120203	300				0			2	1							
108089	2	0	243		0			食物	15	0	0	2000	1			4	15	105201					0			2	1		20,45000					
108090	2	0	243		0			食物	15	0	0	2000	1			4	15	105202					0			2	1		21,62500					
108091	2	0	243		0			食物	15	0	0	2000	1			4	15	105203					0			2	1		22,80000					
108092	2	0	373		0			食物	1	120	99	2000	1			5	5						15	200101		1	1							
108093	2	0	373		0			食物	1	120	99	2000	1			5	5						15	200102		1	1							
108094	2	0	373		0			食物	1	120	99	2000	1			5	5						15	200103		1	1							
108095	2	0	374		0			食物	1	120	99	2000	1			5	5						15	200101		1	1							
108096	2	0	374		0			食物	1	120	99	2000	1			5	5						15	200102		1	1							
108097	2	0	374		0			食物	1	120	99	2000	1			5	5						15	200103		1	1							
108098	2	0	375		0			食物	1	120	99	2000	1			5	5						15	200101		1	1							
108099	2	0	375		0			食物	1	120	99	2000	1			5	5						15	200102		1	1							
108100	2	0	375		0			食物	1	120	99	2000	1			5	5						15	200103		1	1							
108101	2	0	611		0			食物	1	0	0	2000	1			2	15	120401	300				0			4	1							
108102	2	0	611		0			食物	1	0	0	2000	1			2	15	120402	300				0			4	1							
108103	2	0	611		0			食物	1	0	0	2000	1			2	15	120403	300				0			4	1							
108104	2	0	244		0			食物	15	0	0	2000	1			4	15	100201	31				0			2	1		19,96000					
108105	2	0	244		0			食物	15	0	0	2000	1			4	15	100202	31				0			2	1		20,120000					
108106	2	0	244		0			食物	15	0	0	2000	1			4	15	100203	31				0			2	1		21,147000					
108107	2	0	273		0			食物	15	0	0	2000	1			4	15	105101					0			1	1		14,37500					
108108	2	0	273		0			食物	15	0	0	2000	1			4	15	105102					0			1	1		14,45000					
108109	2	0	273		0			食物	15	0	0	2000	1			4	15	105103					0			1	1		15,55000					
108110	2	0	424		0			食物	1	0	0	2000	1			2	15	210301	900				0			3	1							
108111	2	0	424		0			食物	1	0	0	2000	1			2	15	210302	900				0			3	1							
108112	2	0	424		0			食物	1	0	0	2000	1			2	15	210303	900				0			3	1							
108113	2	0	424		0			食物	1	0	0	2000	1			2	15	210304	1500				0			3	1							
108114	2	0	542		0			食物	1	0	0	2000	1			2	15	140204	300				0			2	1							
108115	2	0	641		0			食物	1	0	0	2000	1			2	15	120204	300				0			2	1							
108116	2	0	371		0			食物	1	120	99	2000	1			5	5						15	200104		1	1							
108117	2	0	521		0			食物	1	0	0	2000	1			2	15	160304	300				0			3	1							
108118	2	0	341		0			食物	1	120	99	2000	1			5	5						15	200204		2	1							
108119	2	0	443		0			食物	1	0	0	2000	1			2	15	230201	900				0			2	1							
108120	2	0	443		0			食物	1	0	0	2000	1			2	15	230202	900				0			2	1							
108121	2	0	443		0			食物	1	0	0	2000	1			2	15	230203	900				0			2	1							
108122	2	0	501		0			食物	1	0	0	2000	1			2	15	110501	300				0			5	1							
108123	2	0	501		0			食物	1	0	0	2000	1			2	15	110502	300				0			5	1							
108124	2	0	501		0			食物	1	0	0	2000	1			2	15	110503	300				0			5	1							
108125	2	0	322		0			食物	1	120	99	2000	1			5	5						15	200301		3	1							
108126	2	0	322		0			食物	1	120	99	2000	1			5	5						15	200302		3	1							
108127	2	0	322		0			食物	1	120	99	2000	1			5	5						15	200303		3	1							
108128	2	0	524		0			食物	1	0	0	2000	1			2	15	110301	300				0			3	1							
108129	2	0	524		0			食物	1	0	0	2000	1			2	15	110302	300				0			3	1							
108130	2	0	524		0			食物	1	0	0	2000	1			2	15	110303	300				0			3	1							
108131	2	0	525		0			食物	1	0	0	2000	1			2	15	140301	300				0			3	1							
108132	2	0	525		0			食物	1	0	0	2000	1			2	15	140302	300				0			3	1							
108133	2	0	525		0			食物	1	0	0	2000	1			2	15	140303	300				0			3	1							
108134	2	0	374		0			食物	1	120	99	2000	1			5	5						15	200104		1	1							
108135	2	0	223		0			食物	15	0	0	2000	1			4	15	100304	31				0			3	1		27,423000					
108136	2	0	244		0			食物	15	0	0	2000	1			4	15	100204	31				0			2	1		23,177000					
108137	2	0	543		0			食物	1	0	0	2000	1			2	15	110204	300				0			2	1							
108138	2	0	375		0			食物	1	120	99	2000	1			5	5						15	200104		1	1							
108139	2	0	373		0			食物	1	120	99	2000	1			5	5						15	200104		1	1							
108140	2	0	525		0			食物	1	0	0	2000	1			2	15	140304	300				0			3	1							
108141	2	0	444		0			食物	1	300	98	2000	1			2	9	40					0			2	1							
108142	2	0	444		0			食物	1	300	98	2000	1			2	9	50					0			2	1							
108143	2	0	444		0			食物	1	300	98	2000	1			2	9	60					0			2	1							
108144	2	0	444		0			食物	1	300	98	2000	1			2	9	80					0			2	1							
108145	2	0	273		0			食物	15	0	0	2000	1			4	15	105104					0			1	1		18,60000					
108146	2	0	321		0			食物	1	120	99	2000	1			5	5						15	200304		3	1							
108147	2	0	203		0			食物	1	0	0	2000	1			4	15	400101	20							3	1							
108148	2	0	274		0			食物	15	0	0	2000	1			4	15	100104	31				0			1	1		17,96000					
108149	2	0	546		0			食物	1	0	0	2000	1			2	15	110204	300				0			2	1							
108150	2	0	545		0			食物	1	0	0	2000	1			2	15	140204	300				0			2	1							
108151	2	0	245		0			食物	15	0	0	2000	1			4	15	100204	31				0			2	1		23,177000					
108152	2	0	225		0			食物	15	0	0	2000	1			4	15	100301	31				0			3	1		23,195000					
108153	2	0	225		0			食物	15	0	0	2000	1			4	15	100302	31				0			3	1		24,267000					
108154	2	0	225		0			食物	15	0	0	2000	1			4	15	100303	31				0			3	1		25,336000					
108155	2	0	622		0			食物	1	0	0	2000	1			2	15	150301	300				0			3	1							
108156	2	0	622		0			食物	1	0	0	2000	1			2	15	150302	300				0			3	1							
108157	2	0	622		0			食物	1	0	0	2000	1			2	15	150303	300				0			3	1							
108158	2	0	512		0			食物	1	0	0	2000	1			2	15	160401	300				0			4	1							
108159	2	0	512		0			食物	1	0	0	2000	1			2	15	160402	300				0			4	1							
108160	2	0	512		0			食物	1	0	0	2000	1			2	15	160403	300				0			4	1							
108161	2	0	623		0			食物	1	0	0	2000	1			2	15	120301	300				0			3	1							
108162	2	0	623		0			食物	1	0	0	2000	1			2	15	120302	300				0			3	1							
108163	2	0	623		0			食物	1	0	0	2000	1			2	15	120303	300				0			3	1							
108164	2	0	612		0			食物	1	0	0	2000	1			2	15	150401	300				0			4	1							
108165	2	0	612		0			食物	1	0	0	2000	1			2	15	150402	300				0			4	1							
108166	2	0	612		0			食物	1	0	0	2000	1			2	15	150403	300				0			4	1							
108167	2	0	526		0			食物	1	0	0	2000	1			2	15	110301	300				0			3	1							
108168	2	0	526		0			食物	1	0	0	2000	1			2	15	110302	300				0			3	1							
108169	2	0	526		0			食物	1	0	0	2000	1			2	15	110303	300				0			3	1							
108170	2	0	226		0			食物	15	0	0	2000	1			4	15	105301					0			3	1		25,42500					
108171	2	0	226		0			食物	15	0	0	2000	1			4	15	105302					0			3	1		26,87500					
108172	2	0	226		0			食物	15	0	0	2000	1			4	15	105303					0			3	1		27,135000					
108173	2	0	225		0			食物	15	0	0	2000	1			4	15	100304	31				0			3	1		27,423000					
108174	2	0	544		0			食物	1	0	0	2000	1			2	15	140204	300				0			2	1							
108175	2	0	621		0			食物	1	0	0	2000	1			2	15	120304	300				0			3	1							
108176	2	0	343		0			食物	1	120	99	2000	1			5	5						15	200201		2	1							
108177	2	0	343		0			食物	1	120	99	2000	1			5	5						15	200202		2	1							
108178	2	0	343		0			食物	1	120	99	2000	1			5	5						15	200203		2	1							
108179	2	0	323		0			食物	1	120	99	2000	1			5	5						15	200301		3	1							
108180	2	0	323		0			食物	1	120	99	2000	1			5	5						15	200302		3	1							
108181	2	0	323		0			食物	1	120	99	2000	1			5	5						15	200303		3	1							
108182	2	0	529		0			食物	1	0	0	2000	1			2	15	140301	300				0			3	1							
108183	2	0	529		0			食物	1	0	0	2000	1			2	15	140302	300				0			3	1							
108184	2	0	529		0			食物	1	0	0	2000	1			2	15	140303	300				0			3	1							
108185	2	0	245		0			食物	15	0	0	2000	1			4	15	100201	31				0			2	1		19,96000					
108186	2	0	245		0			食物	15	0	0	2000	1			4	15	100202	31				0			2	1		20,120000					
108187	2	0	245		0			食物	15	0	0	2000	1			4	15	100203	31				0			2	1		21,147000					
108188	2	0	342		0			食物	1	120	99	2000	1			5	5						15	200201		2	1							
108189	2	0	342		0			食物	1	120	99	2000	1			5	5						15	200202		2	1							
108190	2	0	342		0			食物	1	120	99	2000	1			5	5						15	200203		2	1							
108191	2	0	547		0			食物	1	0	0	2000	1			2	15	140201	300				0			2	1							
108192	2	0	547		0			食物	1	0	0	2000	1			2	15	140202	300				0			2	1							
108193	2	0	547		0			食物	1	0	0	2000	1			2	15	140203	300				0			2	1							
108194	2	0	624		0			食物	1	0	0	2000	1			2	15	150301	300				0			3	1							
108195	2	0	624		0			食物	1	0	0	2000	1			2	15	150302	300				0			3	1							
108196	2	0	624		0			食物	1	0	0	2000	1			2	15	150303	300				0			3	1							
108197	2	0	276		0			食物	15	0	0	2000	1			4	15	105101					0			1	1		14,37500					
108198	2	0	276		0			食物	15	0	0	2000	1			4	15	105102					0			1	1		14,45000					
108199	2	0	276		0			食物	15	0	0	2000	1			4	15	105103					0			1	1		15,55000					
108200	2	0	342		0			食物	1	120	99	2000	1			5	5						15	200204		2	1							
108201	2	0	227		0			食物	15	0	0	2000	1			4	15	105301					0			3	1		25,42500					
108202	2	0	227		0			食物	15	0	0	2000	1			4	15	105302					0			3	1		26,87500					
108203	2	0	227		0			食物	15	0	0	2000	1			4	15	105303					0			3	1		27,135000					
108204	2	0	741		0			食物	1	0	0	2000	1			2	15	500201	900				0			2	1							
108205	2	0	741		0			食物	1	0	0	2000	1			2	15	500202	900				0			2	1							
108206	2	0	741		0			食物	1	0	0	2000	1			2	15	500203	900				0			2	1							
108207	2	0	613		0			食物	1	0	0	2000	1			2	15	150301	300				0			3	1							
108208	2	0	613		0			食物	1	0	0	2000	1			2	15	150302	300				0			3	1							
108209	2	0	613		0			食物	1	0	0	2000	1			2	15	150303	300				0			3	1							
108210	2	0	527		0			食物	1	0	0	2000	1			2	15	160301	300				0			3	1							
108211	2	0	527		0			食物	1	0	0	2000	1			2	15	160302	300				0			3	1							
108212	2	0	527		0			食物	1	0	0	2000	1			2	15	160303	300				0			3	1							
108213	2	0	227		0			食物	15	0	0	2000	1			4	15	105304					0			3	1		30,167500					
108214	2	0	613		0			食物	1	0	0	2000	1			2	15	150304	300				0			3	1							
108215	2	0	273		0			食物	15	0	0	2000	1			4	15	105103					0			1	1		15,55000					
108216	2	0	541		0			食物	1	0	0	2000	1			2	15	110203	300				0			2	1							
108217	2	0	443		0			食物	1	0	0	2000	1			2	15	230203	900				0			2	1							
108218	2	0	642		0			食物	1	0	0	2000	1			2	15	120203	300				0			2	1							
108219	2	0	444		0			食物	1	300	98	2000	1			2	9	60					0			2	1							
108220	2	0	525		0			食物	1	0	0	2000	1			2	15	140303	300				0			3	1							
108221	2	0	622		0			食物	1	0	0	2000	1			2	15	150303	300				0			3	1							
108222	2	0	228		0			食物	15	0	0	2000	1			4	15	100301	31				0			3	1		23,195000					
108223	2	0	228		0			食物	15	0	0	2000	1			4	15	100302	31				0			3	1		24,267000					
108224	2	0	228		0			食物	15	0	0	2000	1			4	15	100303	31				0			3	1		25,336000					
108225	2	0	275		0			食物	15	0	0	2000	1			4	15	105101					0			1	1		14,37500					
108226	2	0	275		0			食物	15	0	0	2000	1			4	15	105102					0			1	1		14,45000					
108227	2	0	275		0			食物	15	0	0	2000	1			4	15	105103					0			1	1		15,55000					
108228	2	0	548		0			食物	1	0	0	2000	1			2	15	110201	300				0			2	1							
108229	2	0	548		0			食物	1	0	0	2000	1			2	15	110202	300				0			2	1							
108230	2	0	548		0			食物	1	0	0	2000	1			2	15	110203	300				0			2	1							
108231	2	0	425		0			食物	1	0	0	2000	1			2	15	210301	900				0			3	1							
108232	2	0	425		0			食物	1	0	0	2000	1			2	15	210302	900				0			3	1							
108233	2	0	425		0			食物	1	0	0	2000	1			2	15	210303	900				0			3	1							
108234	2	0	242		0			食物	15	0	0	2000	1			4	15	105204					0			2	1		25,92500					
108235	2	0	513		0			食物	1	0	0	2000	1			2	15	110401	300				0			4	1							
108236	2	0	513		0			食物	1	0	0	2000	1			2	15	110402	300				0			4	1							
108237	2	0	513		0			食物	1	0	0	2000	1			2	15	110403	300				0			4	1							
108238	2	0	229		0			食物	15	0	0	2000	1			4	15	105301					0			3	1		25,42500					
108239	2	0	229		0			食物	15	0	0	2000	1			4	15	105302					0			3	1		26,87500					
108240	2	0	229		0			食物	15	0	0	2000	1			4	15	105303					0			3	1		27,135000					
108241	2	0	528		0			食物	1	0	0	2000	1			2	15	110301	300				0			3	1							
108242	2	0	528		0			食物	1	0	0	2000	1			2	15	110302	300				0			3	1							
108243	2	0	528		0			食物	1	0	0	2000	1			2	15	110303	300				0			3	1							
108244	2	0	343		0			食物	1	120	99	2000	1			5	5						15	200204		2	1							
108245	2	0	612		0			食物	1	0	0	2000	1			2	15	150404	300				0			4	1							
108246	2	0	514		0			食物	1	0	0	2000	1			2	15	110401	300				0			4	1							
108247	2	0	514		0			食物	1	0	0	2000	1			2	15	110402	300				0			4	1							
108248	2	0	514		0			食物	1	0	0	2000	1			2	15	110403	300				0			4	1							
109000	2	0	101		0			食谱	5			2000	1																					
109101	2	0	101	70600021	0		1	食谱	5			2000	1				17	1001								1	1							
109102	2	0	101	70600021	0		1	食谱	5			2000	1				17	2008								2	1							
109103	2	0	101	70600021	0		1	食谱	5			2000	1				17	2001								2	1							
109104	2	0	101	70600021	0		1	食谱	5			2000	1				17	2002								2	1							
109106	2	0	101	70600021	0		1	食谱	5			2000	1				17	3001								3	1							
109107	2	0	101	70600021	0		1	食谱	5			2000	1				17	3002								3	1							
109201	2	0	101	70600021	0		1	食谱	5			2000	1				17	1003								1	1							
109202	2	0	101	70600021	0		1	食谱	5			2000	1				17	2003								2	1							
109203	2	0	101	70600021	0		1	食谱	5			2000	1				17	2004								2	1							
109204	2	0	101	70600021	0		1	食谱	5			2000	1				17	3003								3	1							
109205	2	0	101	70600021	0		1	食谱	5			2000	1				17	3004								3	1							
109206	2	0	101	70600021	0		1	食谱	5			2000	1				17	3005								3	1							
109207	2	0	101	70600021	0		1	食谱	5			2000	1				17	3006								3	1							
109301	2	0	101	70600021	0		1	食谱	5			2000	1				17	1004								1	1							
109302	2	0	101	70600021	0		1	食谱	5			2000	1				17	1005								1	1							
109303	2	0	101	70600021	0		1	食谱	5			2000	1				17	3007								3	1							
109304	2	0	101	70600021	0		1	食谱	5			2000	1				17	3008								3	1							
109401	2	0	101	70600021	0		1	食谱	5			2000	1				17	2005								2	1							
109402	2	0	101	70600021	0		1	食谱	5			2000	1				17	2006								2	1							
109403	2	0	101	70600021	0		1	食谱	5			2000	1				17	2007								2	1							
109404	2	0	101	70600021	0		1	食谱	5			2000	1				17	4101								4	1							
109405	2	0	101	70600021	0		1	食谱	5			2000	1				17	1006								1	1							
109406	2	0	101	70600021	0		1	食谱	5			2000	1				17	1101								1	1							
109407	2	0	101	70600021	0		1	食谱	5			2000	1				17	1102								1	1							
109408	2	0	101	70600021	0		1	食谱	5			2000	1				17	2101								2	1							
109409	2	0	101	70600021	0		1	食谱	5			2000	1				17	2102								2	1							
109410	2	0	101	70600021	0		1	食谱	5			2000	1				17	2103								2	1							
109411	2	0	101	70600021	0		1	食谱	5			2000	1				17	2104								2	1							
109412	2	0	101	70600021	0		1	食谱	5			2000	1				17	3101								3	1							
109413	2	0	101	70600021	0		1	食谱	5			2000	1				17	3102								3	1							
109414	2	0	101	70600021	0		1	食谱	5			2000	1				17	3103								3	1							
109415	2	0	101	70600021	0		1	食谱	5			2000	1				17	4102								4	1							
109416	2	0	101	70600021	0		1	食谱	5			2000	1				17	2105								2	1							
109417	2	0	101	70600021	0		1	食谱	5			2000	1				17	1103								1	1							
109418	2	0	101	70600021	0		1	食谱	5			2000	1				17	3009								3	1							
109419	2	0	101	70600021	0		1	食谱	5			2000	1				17	2106								2	1							
109420	2	0	101	70600021	0		1	食谱	5			2000	1				17	5101								5	1							
109421	2	0	101	70600021	0		1	食谱	5			2000	1				17	2107								3	1							
109422	2	0	101	70600021	0		1	食谱	5			2000	1				17	3104								3	1							
109423	2	0	101	70600021	0		1	食谱	5			2000	1				17	3105								3	1							
109424	2	0	101	70600021	0		1	食谱	5			2000	1				17	2108								2	1							
109425	2	0	101	70600021	0		1	食谱	5			2000	1				17	3106								3	1							
109426	2	0	101	70600021	0		1	食谱	5			2000	1				17	3107								3	1							
109427	2	0	101	70600021	0		1	食谱	5			2000	1				17	4103								4	1							
109428	2	0	101	70600021	0		1	食谱	5			2000	1				17	3108								3	1							
109429	2	0	101	70600021	0		1	食谱	5			2000	1				17	4001								4	1							
109430	2	0	101	70600021	0		1	食谱	5			2000	1				17	3010								3	1							
109431	2	0	101	70600021	0		1	食谱	5			2000	1				17	3011								3	1							
109432	2	0	101	70600021	0		1	食谱	5			2000	1				17	2112								2	1							
109433	2	0	101	70600021	0		1	食谱	5			2000	1				17	3111								3	1							
109434	2	0	101	70600021	0		1	食谱	5			2000	1				17	3113								3	1							
109435	2	0	101	70600021	0		1	食谱	5			2000	1				17	2113								2	1							
109436	2	0	101	70600021	0		1	食谱	5			2000	1				17	2109								2	1							
109437	2	0	101	70600021	0		1	食谱	5			2000	1				17	2110								2	1							
109438	2	0	101	70600021	0		1	食谱	5			2000	1				17	3114								3	1							
109439	2	0	101	70600021	0		1	食谱	5			2000	1				17	1104								1	1							
109440	2	0	101	70600021	0		1	食谱	5			2000	1				17	2009								2	1							
109441	2	0	101	70600021	0		1	食谱	5			2000	1				17	3012								3	1							
109442	2	0	101	70600021	0		1	食谱	5			2000	1				17	3109								3	1							
109443	2	0	101	70600021	0		1	食谱	5			2000	1				17	3110								3	1							
109444	2	0	101	70600021	0		1	食谱	5			2000	1				17	3013								3	1							
109445	2	0	101	70600021	0		1	食谱	5			2000	1				17	1007								1	1							
109446	2	0	101	70600021	0		1	食谱	5			2000	1				17	2111								2	1							
109447	2	0	101	70600021	0		1	食谱	5			2000	1				17	3112								3	1							
109448	2	0	101	70600021	0		1	食谱	5			2000	1				17	4002								4	1							
109449	2	0	101	70600021	0		1	食谱	5			2000	1				17	3014								3	1							
109450	2	0	101	70600021	0		1	食谱	5			2000	1				17	2010								3	1							
109451	2	0	101	70600021	0		1	食谱	5			2000	1				17	4104								4	1							
110000	2	0	306		0			食材加工物	4			2000																						
110001	2	0	306		0			食材加工物	4			2000																		1				
110002	2	0	306		0			食材加工物	4			2000																		1				
110003	2	0	306		0			食材加工物	4			2000																		1				
110004	2	0	306		0			食材加工物	4			2000																		1				
110005	2	0	306		0			食材加工物	4			2000																		1				
110006	2	0	306		0			食材加工物	4			2000																		1				
110008	2	0	306		0			食材加工物	4			2000																		1				
110009	2	0	306		0			食材加工物	4			2000																		1				
110010	2	0	306		0			食材加工物	4			2000																		1				
110011	2	0	306		0			食材加工物	4			2000																		1				
110012	2	0	306		0			食材加工物	4			2000																		1				
110013	2	0	306		0			食材加工物	4			2000																		1				
111006	2	0	701		0			合成产物	1			2000	1			2	15	130101	300							3	1							
111007	2	0	701		0			合成产物	1			2000	1			2	15	130102	300							3	1							
111008	2	0	701		0			合成产物	1			2000	1			2	15	130103	300							3	1							
111009	2	0	701		0			合成产物	1			2000	1			2	15	130104	300							3	1							
111010	2	0	701		0			合成产物	1			2000	1			2	15	130105	300							3	1							
111011	2	0	701		0			合成产物	1			2000	1			2	15	130106	300							3	1							
111012	2	0	701		0			合成产物	1			2000	1			2	15	130107	300							3	1							
111013	2	0	701		0			合成产物	1			2000	1			2	15	135101	300							3	1							
111014	2	0	701		0			合成产物	1			2000	1			2	15	135102	300							3	1							
111015	2	0	701		0			合成产物	1			2000	1			2	15	135103	300							3	1							
111016	2	0	701		0			合成产物	1			2000	1			2	15	135104	300							3	1							
111017	2	0	701		0			合成产物	1			2000	1			2	15	135105	300							3	1							
111018	2	0	701		0			合成产物	1			2000	1			2	15	135106	300							3	1							
111019	2	0	701		0			合成产物	1			2000	1			2	15	135107	300							3	1							
111020	2	0	409		0			合成产物	5			2000																						
111021	2	0	409		0			合成产物	5			2000																						
111022	2	0	409		0			合成产物	5			2000																						
112001	2	1	101	70600052				怪物材料	14			9999														2				1				
112002	2	1	101	70600051				怪物材料	14			9999														1				1				
112003	2	1	101	70600052				怪物材料	14			9999														2				1				
112004	2	1	101	70600053				怪物材料	14			9999														3								
112005	2	1	102	70600051				怪物材料	14			9999														1				1				
112006	2	1	102	70600052				怪物材料	14			9999														2				1				
112007	2	1	102	70600053				怪物材料	14			9999														3								
112008	2	1	103	70600051				怪物材料	14			9999														1				1				
112009	2	1	103	70600052				怪物材料	14			9999														2				1				
112010	2	1	103	70600053				怪物材料	14			9999														3								
112011	2	1	104	70600051				怪物材料	14			9999														1				1				
112012	2	1	104	70600052				怪物材料	14			9999														2				1				
112013	2	1	104	70600053				怪物材料	14			9999														3								
112014	2	1	105	70600052				怪物材料	14			9999														2				1				
112015	2	1	105	70600053				怪物材料	14			9999														3								
112016	2	1	105	70600054				怪物材料	14			9999														4								
112017	2	1	106	70600052				怪物材料	14			9999														2				1				
112018	2	1	106	70600053				怪物材料	14			9999														3								
112019	2	1	106	70600054				怪物材料	14			9999														4								
112020	2	1	107	70600052				怪物材料	14			9999														2				1				
112021	2	1	107	70600053				怪物材料	14			9999														3								
112022	2	1	107	70600054				怪物材料	14			9999														4								
112023	2	1	108	70600052				怪物材料	14			9999														2				1				
112024	2	1	108	70600053				怪物材料	14			9999														3								
112025	2	1	108	70600054				怪物材料	14			9999														4								
112026	2	1	109	70600052				怪物材料	14			9999														2				1				
112027	2	1	109	70600053				怪物材料	14			9999														3								
112028	2	1	109	70600054				怪物材料	14			9999														4								
112029	2	1	110	70600052				怪物材料	14			9999														2				1				
112030	2	1	110	70600053				怪物材料	14			9999														3								
112031	2	1	110	70600054				怪物材料	14			9999														4								
112032	2	1	111	70600051				怪物材料	14			9999														1				1				
112033	2	1	111	70600052				怪物材料	14			9999														2				1				
112034	2	1	111	70600053				怪物材料	14			9999														3								
112035	2	1	112	70600051				怪物材料	14			9999														1				1				
112036	2	1	112	70600052				怪物材料	14			9999														2				1				
112037	2	1	112	70600053				怪物材料	14			9999														3								
112038	2	1	113	70600051				怪物材料	14			9999														1				1				
112039	2	1	113	70600052				怪物材料	14			9999														2				1				
112040	2	1	113	70600053				怪物材料	14			9999														3								
112041	2	1	114	70600052				怪物材料	14			9999														2				1				
112042	2	1	114	70600053				怪物材料	14			9999														3								
112043	2	1	114	70600054				怪物材料	14			9999														4								
113001	2	1	113	70600054				怪物材料	14			2000														4								
113002	2	1	113	70600054				怪物材料	14			2000														4								
113003	2	1	113	70600055				怪物材料	14			2000														5								
113004	2	1	113	70600055				怪物材料	14			2000														5								
113005	2	1	113	70600055				怪物材料	14			2000														5								
113006	2	1	113	70600055				怪物材料	14			2000														5								
113007	2	1	113	70600055				怪物材料	14			2000														5								
113008	2	1	113	70600055				怪物材料	14			2000														5								
113009	2	1	113	70600054				怪物材料	14			2000														4								
113010	2	1	113	70600054				怪物材料	14			2000														4								
113011	2	1	113	70600054				怪物材料	14			2000														4								
113012	2	1	113	70600054				怪物材料	14			2000														4								
113013	2	1	113	70600055				怪物材料	14			2000														5								
113014	2	1	113	70600055				怪物材料	14			2000														5								
113015	2	1	113	70600055				怪物材料	14			2000														5								
